Mod:Item:MetaData, Localized Name
plantmegapack:flowerLupine:7, Sundial Lupine
plantmegapack:flowerLupine:8, Gallery Pink Lupine
plantmegapack:flowerLupine:9, Narrow-Leafed Lupine
plantmegapack:flowerMarigold:0, Burnt Orange Marigold
plantmegapack:flowerMarigold:1, Butter Yellow Marigold
plantmegapack:flowerNemesia:0, Scarlet Nemesia
plantmegapack:flowerNemesia:1, Fruit Punch Nemesia
plantmegapack:flowerNemesia:2, Tangerine Nemesia
plantmegapack:flowerNemesia:3, Angelart Orange Nemesia
plantmegapack:flowerNemesia:4, Flandria Nemesia
plantmegapack:flowerNemesia:5, Jade Nemesia
plantmegapack:flowerNemesia:6, Shimmering Water Nemesia
plantmegapack:flowerNemesia:7, Blue Bird Nemesia
plantmegapack:flowerNemesia:8, Majestic Nemesia
plantmegapack:flowerNemesia:9, Cape Jewels Nemesia
plantmegapack:flowerNemesia:10, Juicy Fruits Nemesia
plantmegapack:flowerNemesia:11, Pink Nemesia
plantmegapack:flowerRose:0, Garnet Rose
plantmegapack:flowerRose:1, Ruby Rose
plantmegapack:flowerRose:2, Amber Rose
plantmegapack:flowerRose:3, Citrine Rose
plantmegapack:flowerRose:4, Beryl Rose
plantmegapack:flowerRose:5, Emerald Rose
plantmegapack:flowerRose:6, Zircon Rose
plantmegapack:flowerRose:7, Lapis Rose
plantmegapack:flowerRose:8, Sapphire Rose
plantmegapack:flowerRose:9, Amethyst Rose
plantmegapack:flowerRose:10, Tourmaline Rose
plantmegapack:flowerRose:11, Alexandrite Rose
plantmegapack:flowerRose:12, Diamond Rose
plantmegapack:flowerTulip:0, Brilliant Star Tulip
plantmegapack:flowerTulip:1, Bright Irene Tulip
plantmegapack:flowerTulip:2, Fire Queen Tulip
plantmegapack:flowerTulip:3, Wintergold Tulip
plantmegapack:flowerTulip:4, Polaris Tulip
plantmegapack:flowerTulip:5, Ariadne Tulip
plantmegapack:flowerTulip:6, Cloud Nine Tulip
plantmegapack:flowerAlpineThistle, Alpine Thistle
plantmegapack:flowerBirdofParadise, Bird of Paradise
plantmegapack:flowerBlueStar, Blue Star
plantmegapack:flowerBurningLove, Burning Love
plantmegapack:flowerCandelabraAloe, Candelabra Aloe
plantmegapack:flowerDandelion, Dandelion
plantmegapack:flowerDottedBlazingstar, Dotted Blazingstar
plantmegapack:flowerElephantEars, Elephant Ears
plantmegapack:flowerFoamFlower, Foam Flower
plantmegapack:flowerFuchsia, Fuchsia
plantmegapack:flowerJacobsLadder, Jacobs Ladder
plantmegapack:flowerLionsTail, Lions Tail
plantmegapack:flowerMediterraneanSeaHolly, Mediterranean Sea Holly
plantmegapack:flowerMezereon, Mezereon
plantmegapack:flowerNewGuineaImpatiens, New Guinea Impatiens
plantmegapack:flowerParrotsBeak, Parrots Beak
plantmegapack:flowerPurpleConeflower, Purple Coneflower
plantmegapack:flowerPeruvianLily, Peruvian Lily
plantmegapack:flowerQuinoa, Quinoa
plantmegapack:flowerRoseCampion, Rose Campion
plantmegapack:flowerStreamsideBluebells, Streamside Bluebells
plantmegapack:flowerTorchLily, Torch Lily
plantmegapack:flowerViolet, Violet
plantmegapack:flowerWildCarrot, Wild Carrot
plantmegapack:flowerWildDaffodil, Wild Daffodil
plantmegapack:flowerWoodlandPinkroot, Woodland Pinkroot
plantmegapack:flowerYellowToadflax, Yellow Toadflax
plantmegapack:forestArcticGentian, Arctic Gentian
plantmegapack:forestAustralianBugle, Australian Bugle
plantmegapack:forestBloodroot, Bloodroot
plantmegapack:forestBroadleafMeadowsweet, Broadleaf Meadowsweet
plantmegapack:leafyColeus, Coleus
plantmegapack:forestDeadnettle, Deadnettle
plantmegapack:forestDeceivingTrillium, Deceiving Trillium
plantmegapack:forestFairySlipper, Fairy Slipper
plantmegapack:forestGiantAngelica, Giant Angelica
plantmegapack:forestHorseweed, Horseweed
plantmegapack:forestKneelingAngelica, Kneeling Angelica
plantmegapack:forestLilyoftheValley, Lily of the Valley
plantmegapack:forestLongBractedOrchid, Long-Bracted Orchid
plantmegapack:forestNorthernPitcherPlant, Northern Pitcher Plant
plantmegapack:forestMerrybells, Merry Bells
plantmegapack:forestPinesap, Pinesap
plantmegapack:forestRedHelleborine, Red Helleborine
plantmegapack:forestSalal, Salal
plantmegapack:forestSpringVetchling, Spring Vetchling
plantmegapack:leafyStonecrop, Stonecrop
plantmegapack:forestVanillaLeaf, Vanilla Leaf
plantmegapack:forestWesternWallflower, Western Wallflower
plantmegapack:forestWildColumbine, Wild Columbine
plantmegapack:forestWildMint, Wild Mint
plantmegapack:forestWolfsFootClubmoss, Wolf's-foot Clubmoss
plantmegapack:forestWoodlandKnotweed, Woodland Knotweed
plantmegapack:forestYellowLadySlipper, Yellow Lady's Slipper
plantmegapack:riverAmazonSword, Amazon Sword
plantmegapack:riverCanadianWaterweed, Canadian Waterweed
plantmegapack:riverCoonsTail, Coon's Tail
plantmegapack:waterCryptWendtii, Crypt Wendtii
plantmegapack:waterDwarfHairGrass, Dwarf Hair Grass
plantmegapack:riverEelgrass, Eelgrass
plantmegapack:waterMondoGrass, Mondo Grass
plantmegapack:riverWaterWisteria, Water Wisteria
plantmegapack:riverWrightsWaternymph, Wright's Waternymph
plantmegapack:fungusBlackPowderpuff, Black Powderpuff
plantmegapack:fungusChanterelle, Chanterelle
plantmegapack:fungusDeathCap, Death Cap
plantmegapack:fungusGiantClub, Giant Club
plantmegapack:fungusParasol, Parasol Mushroom
plantmegapack:fungusStinkhorn, Stinkhorn
plantmegapack:fungusWeepingMilkCap, Weeping Milk Cap
plantmegapack:fungusWoodBlewit, Wood Blewit
plantmegapack:fungusWoollyGomphus, Woolly Gomphus
plantmegapack:grassBlueWheatgrass, Blue Wheatgrass
plantmegapack:grassCord, Cord Grass
plantmegapack:grassFountain, Fountain Grass
plantmegapack:grassMaiden, Maiden Grass
plantmegapack:grassMeadow, Meadow Grass
plantmegapack:grassMeadowFoxtail, Meadow Foxtail
plantmegapack:grassPrairie, Prairie Grass
plantmegapack:grassSeaOats, Sea Oats
plantmegapack:grassSilverMoor, Silver Moor Grass
plantmegapack:grassSwitch, Switch Grass
plantmegapack:groundcoverClover, Clover
plantmegapack:groundcoverGrassGRNLT, Bright Green Grass
plantmegapack:groundcoverGrassGRNDK, Dark Green Grass
plantmegapack:groundcoverFlowers, Flowers
plantmegapack:groundcoverIvy, Ivy
plantmegapack:groundcoverLeavesBRN, Brown Leaves
plantmegapack:groundcoverLeavesGRN, Green Leaves
plantmegapack:groundcoverMoss, Moss
plantmegapack:groundcoverTwig, Twig
plantmegapack:immersedArrowArum, Arrow Arum
plantmegapack:immersedCommonReed, Common Reed
plantmegapack:immersedDuckPotato, Duck Potato
plantmegapack:immersedEuropeanBurReed, European Bur-Reed
plantmegapack:immersedGreySedge, Grey Sedge
plantmegapack:immersedSimplestemBurReed, Simplestem Bur-Reed
plantmegapack:immersedSoftstemBulrush, Softstem Bulrush
plantmegapack:immersedWaterMannagrass, Water Mannagrass
plantmegapack:immersedYellowFlag, Yellow Flag
plantmegapack:jungleConeHeadedGuzmania, Cone-headed Guzmania
plantmegapack:jungleDevilsTongue, Devil's Tongue
plantmegapack:leafyEmeraldPhilodendron, Emerald Philodendron
plantmegapack:jungleHoneySpurge, Honey Spurge
plantmegapack:jungleJungleLantern, Jungle Lantern
plantmegapack:jungleLazarusBell, Lazarus Bell
plantmegapack:jungleLobsterClaws, Lobster Claws
plantmegapack:jungleLollipopPlant, Lollipop Plant
plantmegapack:jungleMadagascarPalm, Madagascar Palm
plantmegapack:junglePalmLily, Palm Lily
plantmegapack:junglePanamaQueen, Panama Queen
plantmegapack:junglePorteaAlatisepala, Portea Alatisepala
plantmegapack:jungleRacinaeaFraseri, Racinaea Fraseri
plantmegapack:jungleRicheaDracophylla, Richea Dracophylla
plantmegapack:jungleShellflower, Shellflower
plantmegapack:jungleSilverVase, Silver Vase
plantmegapack:jungleStaghornClubmoss, Staghorn Clubmoss
plantmegapack:jungleTorchGinger, Torch Ginger
plantmegapack:jungleVoodooLily, Voodoo Lily
plantmegapack:mountainAlpineArmeria, Alpine Armeria
plantmegapack:mountainAlpineBellflower, Alpine Bellflower
plantmegapack:mountainBistort, Bistort
plantmegapack:mountainEdelweiss, Edelweiss
plantmegapack:mountainHouseleek, Houseleek
plantmegapack:mountainIris, Iris
plantmegapack:leafyKrisPlant, Kris Plant
plantmegapack:mountainNorthernWillowherb, Northern Willowherb
plantmegapack:mountainScarletTrumpet, Scarlet Trumpet
plantmegapack:mountainYellowBellflower, Yellow Bellflower
plantmegapack:plainsPrairieBrome, Prairie Brome
plantmegapack:plainsPrairieSage, Prairie Sage
plantmegapack:leafyPricklyLettuce, Prickly Lettuce
plantmegapack:plainsReedCanaryGrass, Reed Canary Grass
plantmegapack:plainsShortrayFleabane, Shortray Fleabane
plantmegapack:plainsSmallPasqueFlower, Small Pasque Flower
plantmegapack:plainsSmoothAster, Smooth Aster
plantmegapack:leafyStingingNettle, Stinging Nettle
plantmegapack:plainsThreeFloweredAvens, Three-Flowered Avens
plantmegapack:oceanCommonEelgrass, Common Eelgrass
plantmegapack:oceanCoralWeed, Coral Weed
plantmegapack:waterKelpGiantGRN, Green Giant Kelp
plantmegapack:waterKelpGiantYEL, Yellow Giant Kelp
plantmegapack:oceanMozuku, Mozuku
plantmegapack:oceanRockweed, Rockweed
plantmegapack:oceanSeaGrapes, Sea Grapes
plantmegapack:oceanSeaLettuce, Sea Lettuce
plantmegapack:oceanTangle, Tangle
plantmegapack:savannaButterflyWeed, Butterfly Weed
plantmegapack:leafyDevilsShoestring, Devil's Shoestring
plantmegapack:savannaHoaryVervain, Hoary Vervain
plantmegapack:savannaLeadplant, Leadplant
plantmegapack:savannaMarcela, Marcela
plantmegapack:savannaNorthernBedstraw, Northern Bedstraw
plantmegapack:leafyPaleYucca, Pale Yucca
plantmegapack:savannaPiersonsMilkVetch, Pierson's Milk Vetch
plantmegapack:savannaPropellerPlant, Propeller Plant
plantmegapack:savannaShonaCabbage, Shona Cabbage
plantmegapack:savannaTexasTickseed, Texas Tickseed
plantmegapack:shrubAlpineCurrant, Alpine Currant
plantmegapack:shrubBarberry, Barberry
plantmegapack:shrubBoxwood, Boxwood
plantmegapack:shrubButterfly, Butterfly
plantmegapack:shrubCanyonCreekAbelia, Canyon Creek Abelia
plantmegapack:shrubCapeJasmine, Cape Jasmine
plantmegapack:shrubCedarCylinder, Cylindrical Cedar
plantmegapack:shrubCedarGlobe, Globe Cedar
plantmegapack:shrubCedarPyramid, Pyramid Cedar
plantmegapack:shrubCypressGreen, Green Cypress
plantmegapack:shrubCypressYellow, Yellow Cypress
plantmegapack:shrubDaphne, Daphne
plantmegapack:shrubDwarfElder, Dwarf Elder
plantmegapack:shrubHolly, Holly
plantmegapack:shrubHummingbirdBush, Hummingbird Bush
plantmegapack:shrubJuniperSavin, Savin Juniper
plantmegapack:shrubKerria, Kerria
plantmegapack:shrubLavender, Lavender
plantmegapack:shrubLindera, Lindera
plantmegapack:shrubMeadowsweet, Japanese Meadowsweet
plantmegapack:shrubMottlecah, Mottlecah
plantmegapack:shrubNinebark, Ninebark
plantmegapack:shrubSargentViburnum, Sargent Viburnum
plantmegapack:shrubSpicebush, Spicebush
plantmegapack:shrubWeepingForsythia, Weeping Forsythia
plantmegapack:shrubWinterberry, Winterberry
plantmegapack:shrubWolfWillow, Wolf Willow
plantmegapack:vineFlowersBurgundy, Burgundy Flowering Vine
plantmegapack:vineFlowersRed, Red Flowering Vine
plantmegapack:vineFlowersCoral, Coral Flowering Vine
plantmegapack:vineFlowersOrange, Orange Flowering Vine
plantmegapack:vineFlowersYellow, Yellow Flowering Vine
plantmegapack:vineFlowersCyan, Cyan Flowering Vine
plantmegapack:vineFlowersGreen, Green Flowering Vine
plantmegapack:vineFlowersBlue, Blue Flowering Vine
plantmegapack:vineFlowersRoyal, Royal Flowering Vine
plantmegapack:vineFlowersPurple, Purple Flowering Vine
plantmegapack:vineFlowersMagenta, Magenta Flowering Vine
plantmegapack:vineFlowersPink, Pink Flowering Vine
plantmegapack:vineFlowersWhite, White Flowering Vine
plantmegapack:vineJapaneseIvy, Japanese Ivy
plantmegapack:vineSilverveinCreeper, Silvervein Creeper
plantmegapack:vineSpanishMoss, Spanish Moss
plantmegapack:vineSwedishIvy, Swedish Ivy
plantmegapack:vineVariegatedPersianIvy, Variegated Persian Ivy
plantmegapack:wetlandsCattails, Cattails
plantmegapack:wetlandsClubrush, Clubrush
plantmegapack:wetlandsCommonRush, Common Rush
plantmegapack:wetlandsFloweringRush, Flowering Rush
plantmegapack:wetlandsPickerelweed, Pickerelweed
plantmegapack:wetlandsReedMannagrass, Reed Mannagrass
plantmegapack:wetlandsSwampMilkweed, Swamp Milkweed
plantmegapack:wetlandsWaterHorsetail, Water Horsetail
plantmegapack:wetlandsWhiteTurtlehead, White Turtlehead
plantmegapack:bambooAsperPole, Asper Bamboo Pole
plantmegapack:bambooFargesiaRobustaPole, Fargesia Robusta Bamboo Pole
plantmegapack:bambooGiantTimberPole, Giant Timber Bamboo Pole
plantmegapack:bambooGoldenPole, Golden Bamboo Pole
plantmegapack:bambooMosoPole, Moso Bamboo Pole
plantmegapack:bambooShortTassledPole, Short-Tassled Bamboo Pole
plantmegapack:bambooTimorBlackPole, Timor Black Bamboo Pole
plantmegapack:bambooTropicalBluePole, Tropical Blue Bamboo Pole
plantmegapack:bambooWetForestPole, Wet Forest Bamboo Pole
plantmegapack:bambooAsperBlock, Asper Bamboo Block
plantmegapack:bambooFargesiaRobustaBlock, Fargesia Robusta Bamboo Block
plantmegapack:bambooGiantTimberBlock, Giant Timber Bamboo Block
plantmegapack:bambooGoldenBlock, Golden Bamboo Block
plantmegapack:bambooMosoBlock, Moso Bamboo Block
plantmegapack:bambooShortTassledBlock, Short-Tassled Bamboo Block
plantmegapack:bambooTimorBlackBlock, Timor Black Bamboo Block
plantmegapack:bambooTropicalBlueBlock, Tropical Blue Bamboo Block
plantmegapack:bambooWetForestBlock, Wet Forest Bamboo Block
plantmegapack:bambooAsperStairs, Asper Bamboo Stairs
plantmegapack:bambooFargesiaRobustaStairs, Fargesia Robusta Bamboo Stairs
plantmegapack:bambooGiantTimberStairs, Giant Timber Bamboo Stairs
plantmegapack:bambooGoldenStairs, Golden Bamboo Stairs
plantmegapack:bambooMosoStairs, Moso Bamboo Stairs
plantmegapack:bambooShortTassledStairs, Short-Tassled Bamboo Stairs
plantmegapack:bambooTimorBlackStairs, Timor Black Bamboo Stairs
plantmegapack:bambooTropicalBlueStairs, Tropical Blue Bamboo Stairs
plantmegapack:bambooWetForestStairs, Wet Forest Bamboo Stairs
plantmegapack:bambooAsperSlab:0, Asper Bamboo Slab
plantmegapack:bambooAsperSlabDouble:0, Asper Bamboo Slab
plantmegapack:bambooFargesiaRobustaSlab:0, Fargesia Robusta Bamboo Slab
plantmegapack:bambooFargesiaRobustaSlabDouble:0, Fargesia Robusta Bamboo Slab
plantmegapack:bambooGiantTimberSlab:0, Giant Timber Bamboo Slab
plantmegapack:bambooGiantTimberSlabDouble:0, Giant Timber Bamboo Slab
plantmegapack:bambooGoldenSlab:0, Golden Bamboo Slab
plantmegapack:bambooGoldenSlabDouble:0, Golden Bamboo Slab
plantmegapack:bambooMosoSlab:0, Moso Bamboo Slab
plantmegapack:bambooMosoSlabDouble:0, Moso Bamboo Slab
plantmegapack:bambooShortTassledSlab:0, Short-Tassled Bamboo Slab
plantmegapack:bambooShortTassledSlabDouble:0, Short-Tassled Bamboo Slab
plantmegapack:bambooTimorBlackSlab:0, Timor Black Bamboo Slab
plantmegapack:bambooTimorBlackSlabDouble:0, Timor Black Bamboo Slab
plantmegapack:bambooTropicalBlueSlab:0, Tropical Blue Bamboo Slab
plantmegapack:bambooTropicalBlueSlabDouble:0, Tropical Blue Bamboo Slab
plantmegapack:bambooWetForestSlab:0, Wet Forest Bamboo Slab
plantmegapack:bambooWetForestSlabDouble:0, Wet Forest Bamboo Slab
plantmegapack:bambooAsperDoor, Asper Bamboo Door
plantmegapack:bambooFargesiaRobustaDoor, Fargesia Robusta Bamboo Door
plantmegapack:bambooGiantTimberDoor, Giant Timber Bamboo Door
plantmegapack:bambooGoldenDoor, Golden Bamboo Door
plantmegapack:bambooMosoDoor, Moso Bamboo Door
plantmegapack:bambooShortTassledDoor, Short-Tassled Bamboo Door
plantmegapack:bambooTimorBlackDoor, Timor Black Bamboo Door
plantmegapack:bambooTropicalBlueDoor, Tropical Blue Bamboo Door
plantmegapack:bambooWetForestDoor, Wet Forest Bamboo Door
plantmegapack:bambooAsperFence, Asper Bamboo Fence
plantmegapack:bambooFargesiaRobustaFence, Fargesia Robusta Bamboo Fence
plantmegapack:bambooGiantTimberFence, Giant Timber Bamboo Fence
plantmegapack:bambooGoldenFence, Golden Bamboo Fence
plantmegapack:bambooMosoFence, Moso Bamboo Fence
plantmegapack:bambooShortTassledFence, Short-Tassled Bamboo Fence
plantmegapack:bambooTimorBlackFence, Timor Black Bamboo Fence
plantmegapack:bambooTropicalBlueFence, Tropical Blue Bamboo Fence
plantmegapack:bambooWetForestFence, Wet Forest Bamboo Fence
plantmegapack:bambooAsperGate, Asper Bamboo Gate
plantmegapack:bambooFargesiaRobustaGate, Fargesia Robusta Bamboo Gate
plantmegapack:bambooGiantTimberGate, Giant Timber Bamboo Gate
plantmegapack:bambooGoldenGate, Golden Bamboo Gate
plantmegapack:bambooMosoGate, Moso Bamboo Gate
plantmegapack:bambooShortTassledGate, Short-Tassled Bamboo Gate
plantmegapack:bambooTimorBlackGate, Timor Black Bamboo Gate
plantmegapack:bambooTropicalBlueGate, Tropical Blue Bamboo Gate
plantmegapack:bambooWetForestGate, Wet Forest Bamboo Gate
plantmegapack:bambooAsperLadder, Asper Bamboo Ladder
plantmegapack:bambooFargesiaRobustaLadder, Fargesia Robusta Bamboo Ladder
plantmegapack:bambooGiantTimberLadder, Giant Timber Bamboo Ladder
plantmegapack:bambooGoldenLadder, Golden Bamboo Ladder
plantmegapack:bambooMosoLadder, Moso Bamboo Ladder
plantmegapack:bambooShortTassledLadder, Short-Tassled Bamboo Ladder
plantmegapack:bambooTimorBlackLadder, Timor Black Bamboo Ladder
plantmegapack:bambooTropicalBlueLadder, Tropical Blue Bamboo Ladder
plantmegapack:bambooWetForestLadder, Wet Forest Bamboo Ladder
plantmegapack:wallBracketBambooAsper, Asper Bamboo Wall Bracket
plantmegapack:wallBracketBambooFargesiaRobusta, Fargesia Robusta Bamboo Wall Bracket
plantmegapack:wallBracketBambooGiantTimber, Giant Timber Bamboo Wall Bracket
plantmegapack:wallBracketBambooGolden, Golden Bamboo Wall Bracket
plantmegapack:wallBracketBambooMoso, Moso Bamboo Wall Bracket
plantmegapack:wallBracketBambooShortTassled, Short-Tassled Bamboo Wall Bracket
plantmegapack:wallBracketBambooTimorBlack, Timor Black Bamboo Wall Bracket
plantmegapack:wallBracketBambooTropicalBlue, Tropical Blue Bamboo Wall Bracket
plantmegapack:wallBracketBambooWetForest, Wet Forest Bamboo Wall Bracket
plantmegapack:wallBracketStone, Stone Wall Bracket
plantmegapack:wallBracketWoodAcacia, Acacia Wood Wall Bracket
plantmegapack:wallBracketWoodBirch, Birch Wood Wall Bracket
plantmegapack:wallBracketWoodDarkOak, Dark Oak Wood Wall Bracket
plantmegapack:wallBracketWoodJungle, Jungle Wood Wall Bracket
plantmegapack:wallBracketWoodOak, Oak Wood Wall Bracket
plantmegapack:wallBracketWoodSpruce, Spruce Wood Wall Bracket
plantmegapack:wallBracketIronCurl, Curled Iron Bracket
plantmegapack:wallBracketGoldCurl, Curled Gold Bracket
RedstoneArsenal:Storage:0, Fluxed Electrum Block
RedstoneArsenal:Storage:1, Flux Crystal Block
StorageDrawers:fullDrawers1:0, Oak Drawer
StorageDrawers:fullDrawers1:1, Spruce Drawer
StorageDrawers:fullDrawers1:2, Birch Drawer
StorageDrawers:fullDrawers1:3, Jungle Drawer
StorageDrawers:fullDrawers1:4, Acacia Drawer
StorageDrawers:fullDrawers1:5, Dark Oak Drawer
StorageDrawers:fullDrawers2:0, Oak Drawers 1x2
StorageDrawers:fullDrawers2:1, Spruce Drawers 1x2
StorageDrawers:fullDrawers2:2, Birch Drawers 1x2
StorageDrawers:fullDrawers2:3, Jungle Drawers 1x2
StorageDrawers:fullDrawers2:4, Acacia Drawers 1x2
StorageDrawers:fullDrawers2:5, Dark Oak Drawers 1x2
StorageDrawers:fullDrawers4:0, Oak Drawers 2x2
StorageDrawers:fullDrawers4:1, Spruce Drawers 2x2
StorageDrawers:fullDrawers4:2, Birch Drawers 2x2
StorageDrawers:fullDrawers4:3, Jungle Drawers 2x2
StorageDrawers:fullDrawers4:4, Acacia Drawers 2x2
StorageDrawers:fullDrawers4:5, Dark Oak Drawers 2x2
StorageDrawers:halfDrawers2:0, Compact Oak Drawers 1x2
StorageDrawers:halfDrawers2:1, Compact Spruce Drawers 1x2
StorageDrawers:halfDrawers2:2, Compact Birch Drawers 1x2
StorageDrawers:halfDrawers2:3, Compact Jungle Drawers 1x2
StorageDrawers:halfDrawers2:4, Compact Acacia Drawers 1x2
StorageDrawers:halfDrawers2:5, Compact Dark Oak Drawers 1x2
StorageDrawers:halfDrawers4:0, Compact Oak Drawers 2x2
StorageDrawers:halfDrawers4:1, Compact Spruce Drawers 2x2
StorageDrawers:halfDrawers4:2, Compact Birch Drawers 2x2
StorageDrawers:halfDrawers4:3, Compact Jungle Drawers 2x2
StorageDrawers:halfDrawers4:4, Compact Acacia Drawers 2x2
StorageDrawers:halfDrawers4:5, Compact Dark Oak Drawers 2x2
StorageDrawers:compDrawers, Compacting Drawer
StorageDrawers:controller, Drawer Controller
StorageDrawers:controllerSlave, Controller Slave
StorageDrawers:trim:0, Oak Trim
StorageDrawers:trim:1, Spruce Trim
StorageDrawers:trim:2, Birch Trim
StorageDrawers:trim:3, Jungle Trim
StorageDrawers:trim:4, Acacia Trim
StorageDrawers:trim:5, Dark Oak Trim
StorageDrawers:framingTable, Framing Table
StorageDrawers:fullCustom1, Framed Drawer
StorageDrawers:fullCustom2, Framed Drawers 1x2
StorageDrawers:fullCustom4, Framed Drawers 2x2
StorageDrawers:halfCustom2, Framed Drawers 1x2
StorageDrawers:halfCustom4, Framed Drawers 2x2
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, Essentia Cell Workbench
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
TravellersGear:armorstand, Armor Stand
IguanaTweaksTConstruct:skullBlock, tile.iguana.tcon.skull.name
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
AgriCraft:seedPotato, Potato Seeds
AgriCraft:seedCarrot, Carrot Seeds
AgriCraft:seedSugarcane, Sugarcane Seeds
AgriCraft:seedDandelion, Dandelion Seeds
AgriCraft:seedPoppy, Poppy Seeds
AgriCraft:seedOrchid, Blue Orchid Seeds
AgriCraft:seedAllium, Allium Seeds
AgriCraft:seedTulipRed, Red Tulip Seeds
AgriCraft:seedTulipOrange, Orange Tulip Seeds
AgriCraft:seedTulipWhite, White Tulip Seeds
AgriCraft:seedTulipPink, Pink Tulip Seeds
AgriCraft:seedDaisy, Daisy Seeds
AgriCraft:seedCactus, Cactus Seeds
AgriCraft:seedShroomRed, Red Mushroom Spores
AgriCraft:seedShroomBrown, Brown Mushroom Spores
AgriCraft:cropsItem, Crop Sticks
AgriCraft:journal, Agricultural Journal
AgriCraft:magnifyingGlass, Magnifying Glass
AgriCraft:debugger, Debugger
AgriCraft:trowel, Gardening Trowel
AgriCraft:handRake:0, Wooden Hand Rake
AgriCraft:handRake:1, Iron Hand Rake
AgriCraft:clipper, Clipper
AgriCraft:clipping, Clipping
appliedenergistics2:item.ToolCertusQuartzAxe, Certus Quartz Axe
appliedenergistics2:item.ToolCertusQuartzHoe, Certus Quartz Hoe
appliedenergistics2:item.ToolCertusQuartzSpade, Certus Quartz Shovel
appliedenergistics2:item.ToolCertusQuartzPickaxe, Certus Quartz Pickaxe
appliedenergistics2:item.ToolCertusQuartzSword, Certus Quartz Sword
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzAxe, Nether Quartz Axe
appliedenergistics2:item.ToolNetherQuartzHoe, Nether Quartz Hoe
appliedenergistics2:item.ToolNetherQuartzSpade, Nether Quartz Shovel
appliedenergistics2:item.ToolNetherQuartzPickaxe, Nether Quartz Pickaxe
appliedenergistics2:item.ToolNetherQuartzSword, Nether Quartz Sword
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemEncodedPattern, Encoded Pattern
appliedenergistics2:item.ToolColorApplicator, Color Applicator
appliedenergistics2:item.ItemPaintBall:0, Paint Ball - White
appliedenergistics2:item.ItemPaintBall:1, Paint Ball - Orange
appliedenergistics2:item.ItemPaintBall:2, Paint Ball - Magenta
appliedenergistics2:item.ItemPaintBall:3, Paint Ball - Light Blue
appliedenergistics2:item.ItemPaintBall:4, Paint Ball - Yellow
appliedenergistics2:item.ItemPaintBall:5, Paint Ball - Lime
